Main_Specialty_Code,Main_Specialty_Desc,Age_Group,Attendance_Count,Gender
820,General Pathology,90-120,31,Female
821,Blood Transfusion,90-120,0,Female
822,Chemical Pathology,90-120,1142,Female
823,Haematology,90-120,13996,Female
824,Histopathology,90-120,144,Female
830,Immunopathology,90-120,19,Female
831,Medical Microbiology and Virology,90-120,46,Female
833,Medical Microbiology,90-120,20,Female
834,Medical Virology,90-120,6,Female
900,Community Medicine,90-120,12101,Female
901,Occupational Medicine,90-120,254,Female
902,Community Health Services Dental,90-120,177,Female
903,Public Health Medicine,90-120,11,Female
950,Nursing,90-120,171191,Female
960,Allied Health Professional,90-120,290150,Female
990,Joint Consultant Clinics (Retired 1 April 2004),90-120,22,Female
&,Not Known,Unknown,2305,Female
100,General Surgery,Unknown,41475,Female
101,Urology,Unknown,9998,Female
107,Vascular Surgery,Unknown,919,Female
110,Trauma and Orthopaedics,Unknown,49274,Female
120,Ear Nose and Throat,Unknown,22975,Female
130,Ophthalmology,Unknown,257971,Female
140,Oral Surgery,Unknown,4566,Female
141,Restorative Dentistry,Unknown,783,Female
142,Paediatric Dentistry,Unknown,0,Female
143,Orthodontics,Unknown,84,Female
145,Oral and Maxillofacial Surgery,Unknown,5036,Female
146,Endodontics,Unknown,43,Female
147,Periodontics,Unknown,7,Female
148,Prosthodontics,Unknown,22,Female
149,Surgical Dentistry,Unknown,13,Female
150,Neurosurgery,Unknown,1151,Female
160,Plastic Surgery,Unknown,14712,Female
170,Cardiothoracic Surgery,Unknown,211,Female
171,Paediatric Surgery,Unknown,29,Female
180,Emergency Medicine,Unknown,2718,Female
190,Anaesthetics,Unknown,6929,Female
191,Pain Management (Retired 1 April 2004),Unknown,0,Female
192,Intensive Care Medicine,Unknown,93,Female
300,General Internal Medicine,Unknown,144988,Female
301,Gastroenterology,Unknown,7505,Female
302,Endocrinology and Diabetes,Unknown,5671,Female
303,Clinical Haematology,Unknown,31795,Female
304,Clinical Physiology,Unknown,7361,Female
305,Clinical Pharmacology,Unknown,109,Female
310,Audio Vestibular Medicine,Unknown,17612,Female
311,Clinical Genetics,Unknown,57,Female
313,Clinical Immunology,Unknown,76,Female
314,Rehabilitation Medicine,Unknown,2524,Female
315,Palliative Medicine,Unknown,4212,Female
317,Allergy,Unknown,13,Female
320,Cardiology,Unknown,55420,Female
321,Paediatric Cardiology,Unknown,0,Female
325,Sport and Exercise Medicine,Unknown,37,Female
326,Acute Internal Medicine,Unknown,2789,Female
330,Dermatology,Unknown,43662,Female
340,Respiratory Medicine,Unknown,8711,Female
350,Infectious Diseases,Unknown,418,Female
352,Tropical Medicine,Unknown,0,Female
360,Genitourinary Medicine,Unknown,118,Female
361,Renal Medicine,Unknown,6586,Female
370,Medical Oncology,Unknown,5587,Female
371,Nuclear Medicine,Unknown,56,Female
400,Neurology,Unknown,5187,Female
401,Clinical Neurophysiology,Unknown,728,Female
410,Rheumatology,Unknown,12966,Female
420,Paediatrics,Unknown,56,Female
421,Paediatric Neurology,Unknown,0,Female
430,Geriatric Medicine,Unknown,19469,Female
450,Dental Medicine,Unknown,434,Female
451,Special Care Dentistry,Unknown,111,Female
460,Medical Ophthalmology,Unknown,1596,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",Unknown,0,Female
500,Obstetrics and Gynaecology,Unknown,0,Female
501,Obstetrics,Unknown,2013,Female
502,Gynaecology,Unknown,13926,Female
504,Community Sexual and Reproductive Health,Unknown,0,Female
560,Midwifery,Unknown,32,Female
600,General Medical Practice,Unknown,422,Female
601,General Dental Practice,Unknown,0,Female
700,Learning Disability,Unknown,4,Female
710,Adult Mental Illness,Unknown,2000,Female
711,Child and Adolescent Psychiatry,Unknown,123,Female
712,Forensic Psychiatry,Unknown,13,Female
713,Medical Psychotherapy,Unknown,6,Female
715,Old Age Psychiatry,Unknown,9478,Female
800,Clinical Oncology,Unknown,11722,Female
810,Radiology,Unknown,34980,Female
820,General Pathology,Unknown,12,Female
821,Blood Transfusion,Unknown,0,Female
822,Chemical Pathology,Unknown,368,Female
823,Haematology,Unknown,7453,Female
824,Histopathology,Unknown,80,Female
830,Immunopathology,Unknown,15,Female
831,Medical Microbiology and Virology,Unknown,41,Female
833,Medical Microbiology,Unknown,4,Female
834,Medical Virology,Unknown,3,Female
900,Community Medicine,Unknown,11762,Female
901,Occupational Medicine,Unknown,90,Female
902,Community Health Services Dental,Unknown,236,Female
903,Public Health Medicine,Unknown,1,Female
950,Nursing,Unknown,102092,Female
960,Allied Health Professional,Unknown,152002,Female
990,Joint Consultant Clinics (Retired 1 April 2004),Unknown,7,Female
